#columns: gender,favorite_athletes,favorite_teams,inspirational_people,albums,books,movies,groups,statuses
male	0	0	0	5	0	0	3	15
female	0	0	0	4	0	0	0	5
male	0	0	0	4	0	0	2	25
female	2	0	0	6	0	0	2	13
male	0	2	0	5	0	2	4	15
male	0	0	0	7	0	0	1	0
female	0	0	0	6	0	0	4	7
female	0	0	0	9	0	0	6	7
male	1	0	1	5	0	2	4	18
male	0	0	0	8	0	0	6	22
male	0	0	0	3	0	0	1	15
female	0	0	0	6	0	0	8	17
female	0	0	0	11	0	0	1	13
male	0	0	0	4	0	0	2	1
female	0	1	0	7	2	0	8	25
female	0	0	0	5	0	10	6	25
female	1	2	1	17	0	0	7	25
male	0	0	0	18	0	0	4	25
male	0	0	0	4	0	0	3	2
female	0	0	0	5	0	1	2	10
male	0	0	0	0	0	0	1	0
female	6	2	2	9	8	14	0	25
female	0	1	0	3	1	0	1	13
female	0	2	0	10	1	5	2	0
female	0	0	0	3	0	0	0	2
male	0	0	0	3	0	0	3	6
female	0	0	0	5	0	0	0	6
female	0	4	0	12	0	0	1	25
female	0	0	1	9	0	0	1	25
female	1	0	0	4	0	0	1	4
male	0	0	0	2	0	0	3	1
male	0	0	0	1	0	0	1	0
female	0	0	0	19	0	0	0	11
male	0	1	0	2	0	0	1	0
male	0	0	0	2	0	3	2	0
male	0	0	0	16	0	2	0	25
male	0	0	0	0	0	0	0	0
female	0	0	0	10	3	4	3	21
female	0	0	0	6	0	0	0	3
female	0	1	0	9	1	3	3	4
female	0	0	0	8	0	5	2	21
female	0	0	0	4	0	0	0	8
male	2	0	0	4	0	0	0	3
male	3	1	0	5	0	1	20	5
male	0	0	0	3	0	0	0	0
male	0	1	0	3	0	0	1	0
female	1	0	0	25	2	3	3	25
male	0	0	0	3	0	0	0	2
female	0	0	0	7	0	7	2	13
male	11	5	0	11	3	14	4	25
male	0	0	0	1	0	0	1	0
female	0	0	0	2	0	0	0	2
male	0	0	0	20	10	11	2	3
female	0	0	0	5	0	0	0	4
female	0	0	0	10	1	2	1	2
male	0	0	0	1	0	0	0	0
male	0	1	0	8	0	0	4	25
female	0	0	0	8	0	4	10	15
female	0	1	0	7	1	2	3	25
male	2	2	0	25	0	1	14	25
female	0	0	0	5	0	0	0	5
male	0	0	0	1	0	0	0	0
female	0	0	0	3	0	0	1	1
male	0	0	0	2	0	0	0	0
male	0	0	0	3	1	10	0	1
male	0	0	0	3	0	0	0	0
male	0	0	0	6	0	0	2	3
male	0	0	0	5	0	0	0	18
male	3	6	0	5	0	0	2	3
male	0	0	0	4	0	0	0	0
female	0	0	0	5	0	0	12	25
male	0	1	0	4	1	8	0	3
female	0	0	0	6	0	0	1	13
male	0	0	0	10	3	5	5	25
female	0	0	0	5	0	0	1	11
male	0	0	0	2	0	0	0	1
female	14	0	0	21	4	25	2	25
male	0	0	0	3	2	3	0	11
male	0	0	0	3	4	5	2	3
male	0	0	0	2	0	2	7	1
female	0	0	0	2	0	0	5	0
female	0	0	0	1	0	0	0	2
male	0	0	0	3	0	0	1	1
female	0	0	0	4	0	0	0	1
male	0	0	0	3	0	0	0	6
female	0	0	0	5	0	25	2	20
male	0	0	0	3	0	0	0	0
female	0	0	0	1	0	0	0	0
male	0	0	0	3	0	0	0	0
male	0	0	0	0	0	2	0	0
male	0	0	0	1	0	0	0	0
female	0	0	0	6	2	10	0	8
male	0	0	0	9	0	0	11	7
male	0	0	5	4	1	1	0	0
female	0	0	0	2	0	0	1	1
female	0	0	0	3	1	0	0	0
male	1	0	0	8	0	0	5	0
male	0	0	0	6	0	0	0	2
male	0	0	0	1	1	0	0	0
